槽 TÀO
憎 TĂNG
舶 BẠC
酵 DIẾU
賓 TÂN
碁 KÌ
扇 PHIẾN
坪 BÌNH
墜 TRỤY
囚 TÙ
桃 ĐÀO
娯 NGU
幾 KỈ
蛇 XÀ
酢 TẠC
紳 THÂN
瓶 BÌNH
眺 THIẾU
涼 LƯƠNG
枢 XU
譜 PHỔ
鍛 ĐOÁN
鼓 CỔ
轄 HẠT
餓 NGẠ
豚 ĐỒN
盲 MANH
飽 BÃO
洪 HỒNG
藩 PHIÊN
疾 TẬT
昆 CÔN
又 HỰU
淑 THỤC
偵 TRINH
篤 ĐỐC
燥 TÁO
憤 PHẪN
恨 HẬN
泡 BÀO
叙 TỰ
笛 ĐỊCH
匿 NẶC
痴 SI
曹 TÀO
伐 PHẠT
遷 THIÊN
概 KHÁI
悠 DU
凝 NGƯNG
甚 THẬM
舌 THIỆT
渦 QUA
享 HƯỞNG
尼 NI
廉 LIÊM
傑 KIỆT
尺 XÍCH
濁 TRỌC
肖 TIẾU
遍 BIẾN
冗 NHŨNG
款 KHOẢN
扶 PHÙ
弔 ĐIẾU
扉 PHI
掌 CHƯỞNG
朽 HỦ
硫 LƯU
猿 VIÊN
礁 TIỀU
陪 BỒI
嘱 CHÚC
醸 NHƯỠNG
敢 CẢM
換 HOÁN
嗣 TỰ
暁 HIỂU
挟 HIỆP
肯 KHẲNG
猟 LIỆP
胎 THAI
胴 ĐỖNG
塊 KHỐI
絹 QUYÊN
紺 CÁM
憩 KHẾ
厘 LI
屯 ĐỒN
挿 SÁP
斗 ĐẨU
摂 NHIẾP
乙 ẤT
剖 PHẪU
詠 VỊNH
睡 THỤY
侍 THỊ
酪 LẠC
汽 KHÍ
奔 BÔN
岬 GIÁP
羊 DƯƠNG
吟 NGÂM
帆 PHÀM
奴 NÔ
糾 CỦ
茎 HÀNH
喝 HÁT
忌 KỊ
抗 KHÁNG
坑 KHANH
禅 THIỀN
閑 NHÀN
逓 ĐỆ
逝 THỆ
愉 DU
迅 TẤN
癖 PHÍCH
慌 HOẢNG
抹 MẠT
錬 LUYỆN
遮 GIÀ
硝 TIÊU
尉 ÚY
滴 ĐÍCH
勅 SẮC
隷 LỆ
錠 ĐĨNH
拙 CHUYẾT
迭 ĐIỆT
擬 NGHĨ
翁 ÔNG
肪 PHƯƠNG
鋳 CHÚ
蚕 TẰM
塀 
愁 SẦU
卑 TI
慕 MỘ
庸 DUNG
藻 TẢO
窯 DIÊU
嬢 NƯƠNG
渓 KHÊ
峠 
痢 LỊ
襟 KHÂM
禍 HỌA
漆 TẤT
孔 KHỔNG
繕 THIỆN
楼 LÂU
畔 BẠN
嫡 ĐÍCH
斥 XÍCH
泌 BÍ
蛍 HUỲNH
侮 VŨ
棺 QUAN
幽 U
謹 CẨN
凸 ĐỘT
醜 XÚ
婿 TẾ
賊 TẶC
姻 NHÂN
租 TÔ
褒 BAO
堪 KHAM
叔 THÚC
寡 QUẢ
矯 KIỂU
嚇 HÁCH
蚊 VĂN
殉 TUẪN
栓 XUYÊN
窃 THIẾT
搾 TRÁ
賜 TỨ
渇 KHÁT
罷 BÃI
霜 SƯƠNG
唇 THẦN
酌 CHƯỚC
蛮 MAN
耗 HAO
拷 KHẢO
堕 ĐỌA
凹 AO
逐 TRỤC
附 PHỤ
厄 ÁCH
侯 HẦU
升 THĂNG
雌 THƯ
爵 TƯỚC
桟 SẠN
衷 TRUNG
鐘 CHUNG
倣 PHỎNG
煩 PHIỀN
妄 VỌNG
抄 SAO
婆 BÀ
韻 VẬN
儒 NHO
芋 DỤ
帥 SOÁI
惰 NỌA
伺 TỨ
某 MỖ
賦 PHÚ
壱 NHẤT
痘 ĐẬU
褐 HOẠT
倹 KIỆM
薪 TÂN
宵 TIÊU
繭 KIỂN
詔 CHIẾU
漸 TIỆM
吏 LẠI
弧 HỒ
畝 MẪU
丙 BÍNH
銑 TIỂN
塑 TỐ
劾 HẶC
濫 LẠM
墾 KHẨN
謄 ĐẰNG
但 ĐÃN
箇 CÁ
謁 YẾT
頒 BAN
崇 SÙNG
璽 TỈ
錘 CHÙY
虞 NGU
遵 TUÂN
弐 NHỊ
勺 CHƯỚC
且 THẢ
脹 TRƯỚNG
斤 CÂN
匁 
朕 TRẪM
